address,city,country_code,brand,extras,ref,name,phone,latitude,longitude,opening_hours,postcode,website
"57400, ZA les terrasses de la Sarres Sarrebourg",Sarrebourg,FR,Cultura,"{'brand': 'Cultura', 'fascia': 'Magasin Cultura', 'category': 'Retail', 'edit_date': '20250310', 'lat_lon_source': 'website'}",357,Cultura Sarrebourg,03.87.25.64.72,48.717434,7.0444,"{'opening_hours': {'Mon': '09:30-19:00', 'Tue': '09:30-19:00', 'Wed': '09:30-19:00', 'Thu': '09:30-19:00', 'Fri': '09:30-19:00', 'Sat': '09:30-19:00', 'Sun': 'Closed'}}",57400,https://www.cultura.com/les-magasins.html
"67590, 10 Place du Geisselbronn SCHWEIGHOUSE-SUR-MODER (Haguenau)",SCHWEIGHOUSE-SUR-MODER (Haguenau),FR,Cultura,"{'brand': 'Cultura', 'fascia': 'Magasin Cultura', 'category': 'Retail', 'edit_date': '20250310', 'lat_lon_source': 'website'}",351,Cultura Schweighouse-sur-Moder,03.67.17.60.00,48.831003,7.740761,"{'opening_hours': {'Mon': '09:00-20:00', 'Tue': '09:00-20:00', 'Wed': '09:00-20:00', 'Thu': '09:00-20:00', 'Fri': '09:00-20:00', 'Sat': '09:00-20:00', 'Sun': 'Closed'}}",67590,https://www.cultura.com/les-magasins.html
"84700, CC Avignon Nord SORGUES",SORGUES,FR,Cultura,"{'brand': 'Cultura', 'fascia': 'Magasin Cultura', 'category': 'Retail', 'edit_date': '20250310', 'lat_lon_source': 'website'}",136,Cultura Sorgues,04.90.03.09.70,43.986,4.88189,"{'opening_hours': {'Mon': '09:00-20:00', 'Tue': '09:00-20:00', 'Wed': '09:00-20:00', 'Thu': '09:00-20:00', 'Fri': '09:00-20:00', 'Sat': '09:00-20:00', 'Sun': 'Closed'}}",84700,https://www.cultura.com/les-magasins.html
"57180, CC LECLERC TERVILLE",TERVILLE,FR,Cultura,"{'brand': 'Cultura', 'fascia': 'Magasin Cultura', 'category': 'Retail', 'edit_date': '20250310', 'lat_lon_source': 'website'}",139,Cultura Terville,03.82.59.69.50,49.353,6.13463,"{'opening_hours': {'Mon': '09:00-20:00', 'Tue': '09:00-20:00', 'Wed': '09:00-20:00', 'Thu': '09:00-20:00', 'Fri': '09:00-20:00', 'Sat': '09:00-20:00', 'Sun': 'Closed'}}",57180,https://www.cultura.com/les-magasins.html
"83130, 1215 Chemin des Plantades LA GARDE",LA GARDE,FR,Cultura,"{'brand': 'Cultura', 'fascia': 'Magasin Cultura', 'category': 'Retail', 'edit_date': '20250310', 'lat_lon_source': 'website'}",259,Cultura Toulon,04.83.69.14.00,43.1397,6.02093,"{'opening_hours': {'Mon': '09:00-20:00', 'Tue': '09:00-20:00', 'Wed': '09:00-20:00', 'Thu': '09:00-20:00', 'Fri': '09:00-20:00', 'Sat': '09:00-20:00', 'Sun': 'Closed'}}",83130,https://www.cultura.com/les-magasins.html
"37100, place Copernic TOURS",TOURS,FR,Cultura,"{'brand': 'Cultura', 'fascia': 'Magasin Cultura', 'category': 'Retail', 'edit_date': '20250310', 'lat_lon_source': 'website'}",94,Cultura Tours,02.47.46.48.60,47.4272,0.702546,"{'opening_hours': {'Mon': '09:00-20:00', 'Tue': '09:00-20:00', 'Wed': '09:00-20:00', 'Thu': '09:00-20:00', 'Fri': '09:00-20:00', 'Sat': '09:00-20:00', 'Sun': 'Closed'}}",37100,https://www.cultura.com/les-magasins.html
"44570, CC AUCHAN TRIGNAC",TRIGNAC,FR,Cultura,"{'brand': 'Cultura', 'fascia': 'Magasin Cultura', 'category': 'Retail', 'edit_date': '20250310', 'lat_lon_source': 'website'}",142,Cultura Trignac,02.51.10.53.00,47.2998,-2.20733,"{'opening_hours': {'Mon': '09:00-20:00', 'Tue': '09:00-20:00', 'Wed': '09:00-20:00', 'Thu': '09:00-20:00', 'Fri': '09:00-20:00', 'Sat': '09:00-20:00', 'Sun': 'Closed'}}",44570,https://www.cultura.com/les-magasins.html
"10410, 6 rue des Perrières SAINT PARRES AUX TERTRES",SAINT PARRES AUX TERTRES,FR,Cultura,"{'brand': 'Cultura', 'fascia': 'Magasin Cultura', 'category': 'Retail', 'edit_date': '20250310', 'lat_lon_source': 'website'}",127,Cultura Troyes - St Parres,03.25.45.90.20,48.294,4.13338,"{'opening_hours': {'Mon': '09:00-20:00', 'Tue': '09:00-20:00', 'Wed': '09:00-20:00', 'Thu': '09:00-20:00', 'Fri': '09:00-20:00', 'Sat': '09:00-20:00', 'Sun': 'Closed'}}",10410,https://www.cultura.com/les-magasins.html
"26000, ZC le Plateau des Couleures VALENCE",VALENCE,FR,Cultura,"{'brand': 'Cultura', 'fascia': 'Magasin Cultura', 'category': 'Retail', 'edit_date': '20250310', 'lat_lon_source': 'website'}",145,Cultura Valence,04.75.86.17.30,44.9521,4.93329,"{'opening_hours': {'Mon': '09:00-20:00', 'Tue': '09:00-20:00', 'Wed': '09:00-20:00', 'Thu': '09:00-20:00', 'Fri': '09:00-20:00', 'Sat': '09:00-20:00', 'Sun': 'Closed'}}",26000,https://www.cultura.com/les-magasins.html
"60200, ZAC de Jaux de Venette VENETTE",VENETTE,FR,Cultura,"{'brand': 'Cultura', 'fascia': 'Magasin Cultura', 'category': 'Retail', 'edit_date': '20250310', 'lat_lon_source': 'website'}",148,Cultura Venette,03.44.83.80.20,49.4086,2.77949,"{'opening_hours': {'Mon': '09:00-20:00', 'Tue': '09:00-20:00', 'Wed': '09:00-20:00', 'Thu': '09:00-20:00', 'Fri': '09:00-20:00', 'Sat': '09:00-20:00', 'Sun': 'Closed'}}",60200,https://www.cultura.com/les-magasins.html
"74100, 6 rue de Montréal VILLE-LA-GRAND",VILLE-LA-GRAND,FR,Cultura,"{'brand': 'Cultura', 'fascia': 'Magasin Cultura', 'category': 'Retail', 'edit_date': '20250310', 'lat_lon_source': 'website'}",190,Cultura Ville-la-Grand,04.50.84.58.16,46.2027,6.27811,"{'opening_hours': {'Mon': '09:00-20:00', 'Tue': '09:00-20:00', 'Wed': '09:00-20:00', 'Thu': '09:00-20:00', 'Fri': '09:00-20:00', 'Sat': '09:00-20:00', 'Sun': 'Closed'}}",74100,https://www.cultura.com/les-magasins.html
"69400, 1820 route de Frans VILLEFRANCHE SUR SAÔNE",VILLEFRANCHE SUR SAÔNE,FR,Cultura,"{'brand': 'Cultura', 'fascia': 'Magasin Cultura', 'category': 'Retail', 'edit_date': '20250310', 'lat_lon_source': 'website'}",181,Cultura Villefranche,04.37.55.21.36,45.9842,4.745,"{'opening_hours': {'Mon': '09:00-20:00', 'Tue': '09:00-20:00', 'Wed': '09:00-20:00', 'Thu': '09:00-20:00', 'Fri': '09:00-20:00', 'Sat': '09:00-20:00', 'Sun': 'Closed'}}",69400,https://www.cultura.com/les-magasins.html
"59260, CC Héron Parc LEZENNES",LEZENNES,FR,Cultura,"{'brand': 'Cultura', 'fascia': 'Magasin Cultura', 'category': 'Retail', 'edit_date': '20250310', 'lat_lon_source': 'website'}",154,Cultura Villeneuve D'Ascq,03.20.67.65.90,50.6158,3.12288,"{'opening_hours': {'Mon': '09:00-20:00', 'Tue': '09:00-20:00', 'Wed': '09:00-20:00', 'Thu': '09:00-20:00', 'Fri': '09:00-20:00', 'Sat': '09:00-20:00', 'Sun': 'Closed'}}",59260,https://www.cultura.com/les-magasins.html
"78670, Centre Commercial White Park VILLENNES SUR SEINE / ORGEVAL",VILLENNES SUR SEINE / ORGEVAL,FR,Cultura,"{'brand': 'Cultura', 'fascia': 'Magasin Cultura', 'category': 'Retail', 'edit_date': '20250310', 'lat_lon_source': 'website'}",187,Cultura Villennes Sur Seine / Orgeval,01.34.01.14.00,48.9285,1.986,"{'opening_hours': {'Mon': '09:00-20:00', 'Tue': '09:00-20:00', 'Wed': '09:00-20:00', 'Thu': '09:00-20:00', 'Fri': '09:00-20:00', 'Sat': '09:00-20:00', 'Sun': 'Closed'}}",78670,https://www.cultura.com/les-magasins.html
"68270, Rue des mines WITTENHEIM",WITTENHEIM,FR,Cultura,"{'brand': 'Cultura', 'fascia': 'Magasin Cultura', 'category': 'Retail', 'edit_date': '20250310', 'lat_lon_source': 'website'}",226,Cultura Wittenheim,03.89.31.83.60,47.7965,7.30658,"{'opening_hours': {'Mon': '09:00-20:00', 'Tue': '09:00-20:00', 'Wed': '09:00-20:00', 'Thu': '09:00-20:00', 'Fri': '09:00-20:00', 'Sat': '09:00-20:00', 'Sun': 'Closed'}}",68270,https://www.cultura.com/les-magasins.html
